P1	P2	P3	P4	path	fa	ncbi.path	ucsc.path
Eukaryota	Fungi	A-D	Cryptococcus gattii CA1280	genomes/Eukaryota/Cryp_gatt_CA1280/	Cryp_gatt_CA1280	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/836/335/GCA_000836335.1_Cryp_gatt_CA1280_V1	none
Eukaryota	Fungi	A-D	Cryptococcus gattii CA1873	genomes/Eukaryota/Cryp_gatt_CA1873/	Cryp_gatt_CA1873	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/855/695/GCA_000855695.1_Cryp_gatt_CA1873_V1	none
Eukaryota	Fungi	A-D	Cryptococcus gattii CBS 10090	genomes/Eukaryota/Cryp_gatt_CBS_10090/	Cryp_gatt_CBS_10090	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/835/765/GCA_000835765.1_Cryp_gatt_CBS10090_V1	none
Eukaryota	Fungi	A-D	Cryptococcus gattii CBS 7750	genomes/Eukaryota/Cryp_gatt_CBS_7750/	Cryp_gatt_CBS_7750	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/499/585/GCA_000499585.1_CBS7750	none
Eukaryota	Fungi	A-D	Cryptococcus gattii E566	genomes/Eukaryota/Cryp_gatt_E566/	Cryp_gatt_E566	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/875/815/GCA_000875815.1_Cryp_gatt_E566_V1	none
Eukaryota	Fungi	A-D	Cryptococcus gattii EJB2	genomes/Eukaryota/Cryp_gatt_EJB2/	Cryp_gatt_EJB2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/835/745/GCA_000835745.1_Cryp_gatt_EJB2_V1	none
Eukaryota	Fungi	A-D	Cryptococcus gattii IND107	genomes/Eukaryota/Cryp_gatt_IND107/	Cryp_gatt_IND107	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/835/755/GCA_000835755.1_Cryp_gatt_IND107_V2	none
Eukaryota	Fungi	A-D	Cryptococcus gattii LA55	genomes/Eukaryota/Cryp_gatt_LA55/	Cryp_gatt_LA55	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/836/315/GCA_000836315.1_Cryp_gatt_LA55_V1	none
Eukaryota	Fungi	A-D	Cryptococcus gattii MMRL2647	genomes/Eukaryota/Cryp_gatt_MMRL2647/	Cryp_gatt_MMRL2647	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/875/855/GCA_000875855.1_Cryp_gatt_MMRL2647_V2	none
Eukaryota	Fungi	A-D	Cryptococcus gattii NT-10	genomes/Eukaryota/Cryp_gatt_NT_10/	Cryp_gatt_NT_10	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/935/105/GCA_000935105.1_Cryp_gatt_NT-10_V1	none
Eukaryota	Fungi	A-D	Cryptococcus gattii R265	genomes/Eukaryota/Cryp_gatt_R265/	Cryp_gatt_R265	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/786/445/GCA_000786445.1_R265.1	none
Eukaryota	Fungi	A-D	Cryptococcus gattii Ram5	genomes/Eukaryota/Cryp_gatt_Ram5/	Cryp_gatt_Ram5	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/836/375/GCA_000836375.1_Cryp_gatt_Ram5_V1	none
Eukaryota	Fungi	A-D	Cryptococcus gattii Ru294	genomes/Eukaryota/Cryp_gatt_Ru294/	Cryp_gatt_Ru294	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/836/355/GCA_000836355.1_Cryp_gatt_Ru294_V1	none
Eukaryota	Fungi	A-D	Cryptococcus gattii WM276	genomes/Eukaryota/Cryp_gatt_WM276/	Cryp_gatt_WM276	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/185/945/GCA_000185945.1_ASM18594v1	none
Eukaryota	Fungi	A-D	Cryptococcus neoformans var. grubii H99	genomes/Eukaryota/Cryp_neof_var_grubii_H99/	Cryp_neof_var_grubii_H99	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/149/245/GCA_000149245.3_CNA3	none
Eukaryota	Fungi	A-D	Cryptococcus neoformans var. neoformans B-3501A	genomes/Eukaryota/Cryp_neof_var_neoformans_B_3501A/	Cryp_neof_var_neoformans_B_3501A	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/149/385/GCA_000149385.1_ASM14938v1	none
Eukaryota	Fungi	A-D	Cryptococcus neoformans var. neoformans JEC21	genomes/Eukaryota/Cryp_neof_var_neoformans_JEC21/	Cryp_neof_var_neoformans_JEC21	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/091/045/GCA_000091045.1_ASM9104v1	none
Eukaryota	Fungi	A-D	Cryptococcus pinus CBS 10737	genomes/Eukaryota/Cryp_pinu_CBS_10737/	Cryp_pinu_CBS_10737	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/512/605/GCA_000512605.1_Cryp_pinu_CBS10737_V1	none
Eukaryota	Fungi	A-D	Curvularia lunata CX-3	genomes/Eukaryota/Curv_luna_CX_3/	Curv_luna_CX_3	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/743/335/GCA_000743335.1_ASM74333v1	none
Eukaryota	Fungi	A-D	Cyberlindnera jadinii NBRC 0988 NBRC0988	genomes/Eukaryota/Cybe_jadi_NBRC_0988_NBRC0988/	Cybe_jadi_NBRC_0988_NBRC0988	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/328/385/GCA_000328385.1_Cuti_1.0	none
Eukaryota	Fungi	A-D	Cylindrobasidium torrendii FP15055 ss-10	genomes/Eukaryota/Cyli_torr_FP15055_ss_10/	Cyli_torr_FP15055_ss_10	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/934/385/GCA_000934385.1_Cylto1	none
Eukaryota	Fungi	A-D	Cyphellophora europaea CBS 101466	genomes/Eukaryota/Cyph_euro_CBS_101466/	Cyph_euro_CBS_101466	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/365/145/GCA_000365145.2_Phia_euro_CBS_101466_V1	none
Eukaryota	Fungi	A-D	Dactylellina haptotyla CBS 200.50	genomes/Eukaryota/Dact_hapt_CBS_200_50/	Dact_hapt_CBS_200_50	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/441/935/GCA_000441935.1_MHA_v2	none
Eukaryota	Fungi	A-D	Debaryomyces hansenii CBS767	genomes/Eukaryota/Deba_hans_CBS767/	Deba_hans_CBS767	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/006/445/GCA_000006445.2_ASM644v2	none
Eukaryota	Fungi	A-D	Drechslerella stenobrocha 248	genomes/Eukaryota/Drec_sten_248/	Drec_sten_248	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/525/045/GCA_000525045.1_DREv1	none
Eukaryota	Fungi	E-F	Encephalitozoon cuniculi GB-M1	genomes/Eukaryota/Ence_cuni_GB_M1/	Ence_cuni_GB_M1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/091/225/GCA_000091225.1_ASM9122v1	none
Eukaryota	Fungi	E-F	Encephalitozoon hellem ATCC 50504	genomes/Eukaryota/Ence_hell_ATCC_50504/	Ence_hell_ATCC_50504	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/277/815/GCA_000277815.3_ASM27781v3	none
Eukaryota	Fungi	E-F	Encephalitozoon intestinalis ATCC 50506	genomes/Eukaryota/Ence_inte_ATCC_50506/	Ence_inte_ATCC_50506	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/146/465/GCA_000146465.1_ASM14646v1	none
Eukaryota	Fungi	E-F	Encephalitozoon romaleae SJ-2008	genomes/Eukaryota/Ence_roma_SJ_2008/	Ence_roma_SJ_2008	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/280/035/GCA_000280035.2_ASM28003v2	none
Eukaryota	Fungi	E-F	Endocronartium harknessii PhW48OC	genomes/Eukaryota/Endo_hark_PhW48OC/	Endo_hark_PhW48OC	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/500/795/GCA_000500795.1_Endo_hark_1.0	none
Eukaryota	Fungi	E-F	Endocarpon pusillum KoLRI No. LF000583	genomes/Eukaryota/Endo_pusi_KoLRI_No_LF000583/	Endo_pusi_KoLRI_No_LF000583	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/611/755/GCA_000611755.1_Endpu1.0	none
Eukaryota	Fungi	E-F	Endocarpon pusillum Z07020	genomes/Eukaryota/Endo_pusi_Z07020/	Endo_pusi_Z07020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/464/535/GCA_000464535.1_EPUS	none
Eukaryota	Fungi	E-F	Enterocytozoon bieneusi H348	genomes/Eukaryota/Ente_bien_H348/	Ente_bien_H348	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/209/485/GCA_000209485.1_ASM20948v1	none
Eukaryota	Fungi	E-F	Epichloe festucae E2368	genomes/Eukaryota/Epic_fest_E2368/	Epic_fest_E2368	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/151/575/GCA_000151575.2_ASM15157v2	none
Eukaryota	Fungi	E-F	Epichloe festucae Fl1	genomes/Eukaryota/Epic_fest_Fl1/	Epic_fest_Fl1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/226/195/GCA_000226195.1_EfestFl1_1.0	none
Eukaryota	Fungi	E-F	Eutypa lata UCREL1	genomes/Eukaryota/Euty_lata_UCREL1/	Euty_lata_UCREL1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/349/385/GCA_000349385.1_UCREL1V03	none
Eukaryota	Fungi	E-F	Exophiala dermatitidis NIH/UT8656	genomes/Eukaryota/Exop_derm_NIH_UT8656/	Exop_derm_NIH_UT8656	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/230/625/GCA_000230625.1_Exop_derm_V1	none
Eukaryota	Fungi	E-F	Exophiala mesophila CBS 40295	genomes/Eukaryota/Exop_meso_CBS_40295/	Exop_meso_CBS_40295	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/836/275/GCA_000836275.1_Exop_meso_CBS40295_V1	none
Eukaryota	Fungi	E-F	Exophiala oligosperma CBS 72588	genomes/Eukaryota/Exop_olig_CBS_72588/	Exop_olig_CBS_72588	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/835/515/GCA_000835515.1_Exop_olig_CBS72588_V1	none
Eukaryota	Fungi	E-F	Exophiala sideris CBS 121828	genomes/Eukaryota/Exop_side_CBS_121828/	Exop_side_CBS_121828	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/835/395/GCA_000835395.1_Exop_side_CBS121828_V1	none
Eukaryota	Fungi	E-F	Exophiala spinifera CBS 89968	genomes/Eukaryota/Exop_spin_CBS_89968/	Exop_spin_CBS_89968	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/836/115/GCA_000836115.1_Exop_spin_CBS89968_V1	none
Eukaryota	Fungi	E-F	Exophiala xenobiotica CBS 118157	genomes/Eukaryota/Exop_xeno_CBS_118157/	Exop_xeno_CBS_118157	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/835/505/GCA_000835505.1_Exop_xeno_CBS118157_V1	none
Eukaryota	Fungi	E-F	Fibroporia radiculosa TFFH 294	genomes/Eukaryota/Fibr_radi_TFFH_294/	Fibr_radi_TFFH_294	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/313/525/GCA_000313525.1_ASM31352v1	none
Eukaryota	Fungi	E-F	Fistulina hepatica ATCC 64428	genomes/Eukaryota/Fist_hepa_ATCC_64428/	Fist_hepa_ATCC_64428	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/934/395/GCA_000934395.1_Fishe1	none
Eukaryota	Fungi	E-F	Flammulina velutipes KACC42780	genomes/Eukaryota/Flam_velu_KACC42780/	Flam_velu_KACC42780	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/633/125/GCA_000633125.1_Fv1.0	none
Eukaryota	Fungi	E-F	Fomitiporia mediterranea MF3/22	genomes/Eukaryota/Fomi_medi_MF3_22/	Fomi_medi_MF3_22	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/271/605/GCA_000271605.1_Fomme1	none
Eukaryota	Fungi	E-F	Fomitopsis pinicola FP-58527 SS1	genomes/Eukaryota/Fomi_pini_FP_58527_SS1/	Fomi_pini_FP_58527_SS1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/344/655/GCA_000344655.2_Fompi3	none
Eukaryota	Fungi	E-F	Fonsecaea multimorphosa CBS 102226	genomes/Eukaryota/Fons_mult_CBS_102226/	Fons_mult_CBS_102226	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/836/435/GCA_000836435.1_Fons_mult_CBS_102226_V1	none
Eukaryota	Fungi	E-F	Fonsecaea pedrosoi CBS 271.37	genomes/Eukaryota/Fons_pedr_CBS_271_37/	Fons_pedr_CBS_271_37	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/835/455/GCA_000835455.1_Fons_pedr_CBS_271_37_V1	none
Eukaryota	Fungi	E-F	Fusarium fujikuroi B14	genomes/Eukaryota/Fusa_fuji_B14/	Fusa_fuji_B14	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/315/255/GCA_000315255.1_B14_02	none
Eukaryota	Fungi	E-F	Fusarium graminearum CS3005	genomes/Eukaryota/Fusa_gram_CS3005/	Fusa_gram_CS3005	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/599/445/GCA_000599445.1_CS3005v1	none
Eukaryota	Fungi	E-F	Fusarium graminearum PH-1 NRRL 31084	genomes/Eukaryota/Fusa_gram_PH_1_NRRL_31084/	Fusa_gram_PH_1_NRRL_31084	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/240/135/GCA_000240135.3_ASM24013v3	none
Eukaryota	Fungi	E-F	Fusarium oxysporum f. sp. conglutinans race 2 54008	genomes/Eukaryota/Fusa_oxys_f_conglutinans_race_2_54008/	Fusa_oxys_f_conglutinans_race_2_54008	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/260/215/GCA_000260215.2_FO_PHW808_V1	none
Eukaryota	Fungi	E-F	Fusarium oxysporum f. sp. cubense race 1	genomes/Eukaryota/Fusa_oxys_f_cubense_race_1/	Fusa_oxys_f_cubense_race_1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/350/345/GCA_000350345.1_Foc1_1.0	none
Eukaryota	Fungi	E-F	Fusarium oxysporum f. sp. cubense race 4	genomes/Eukaryota/Fusa_oxys_f_cubense_race_4/	Fusa_oxys_f_cubense_race_4	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/350/365/GCA_000350365.1_Foc4_1.0	none
Eukaryota	Fungi	E-F	Fusarium oxysporum f. sp. cubense tropical race 4 54006	genomes/Eukaryota/Fusa_oxys_f_cubense_tropical_race_4_54006/	Fusa_oxys_f_cubense_tropical_race_4_54006	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/260/195/GCA_000260195.2_FO_II5_V1	none
Eukaryota	Fungi	E-F	Fusarium oxysporum f. sp. lycopersici MN25	genomes/Eukaryota/Fusa_oxys_f_lycopersici_MN25/	Fusa_oxys_f_lycopersici_MN25	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/259/975/GCA_000259975.2_FO_MN25_V1	none
Eukaryota	Fungi	E-F	Fusarium oxysporum f. sp. melonis 26406	genomes/Eukaryota/Fusa_oxys_f_melonis_26406/	Fusa_oxys_f_melonis_26406	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/260/495/GCA_000260495.2_FO_melonis_V1	none
Eukaryota	Fungi	E-F	Fusarium oxysporum f. sp. pisi HDV247	genomes/Eukaryota/Fusa_oxys_f_pisi_HDV247/	Fusa_oxys_f_pisi_HDV247	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/260/075/GCA_000260075.2_FO_HDV247_V1	none
Eukaryota	Fungi	E-F	Fusarium oxysporum f. sp. radicis-lycopersici 26381	genomes/Eukaryota/Fusa_oxys_f_radicis_lycopersici_26381/	Fusa_oxys_f_radicis_lycopersici_26381	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/260/155/GCA_000260155.3_FO_CL57_V1	none
Eukaryota	Fungi	E-F	Fusarium oxysporum f. sp. raphani 54005	genomes/Eukaryota/Fusa_oxys_f_raphani_54005/	Fusa_oxys_f_raphani_54005	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/260/235/GCA_000260235.2_FO_PHW815_V1	none
Eukaryota	Fungi	E-F	Fusarium oxysporum f. sp. vasinfectum 25433	genomes/Eukaryota/Fusa_oxys_f_vasinfectum_25433/	Fusa_oxys_f_vasinfectum_25433	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/260/175/GCA_000260175.2_FO_Cotton_V1	none
Eukaryota	Fungi	E-F	Fusarium oxysporum Fo47	genomes/Eukaryota/Fusa_oxys_Fo47/	Fusa_oxys_Fo47	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/271/705/GCA_000271705.2_FO_Fo47_V1	none
Eukaryota	Fungi	E-F	Fusarium oxysporum FOSC 3-a	genomes/Eukaryota/Fusa_oxys_FOSC_3_a/	Fusa_oxys_FOSC_3_a	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/271/745/GCA_000271745.2_FO_FOSC_3_a_V1	none
Eukaryota	Fungi	E-F	Fusarium pseudograminearum CS3096	genomes/Eukaryota/Fusa_pseu_CS3096/	Fusa_pseu_CS3096	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/303/195/GCA_000303195.2_FP7	none
Eukaryota	Fungi	E-F	Fusarium pseudograminearum CS3270	genomes/Eukaryota/Fusa_pseu_CS3270/	Fusa_pseu_CS3270	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/974/265/GCA_000974265.1_ASM97426v1	none
Eukaryota	Fungi	E-F	Fusarium verticillioides 7600	genomes/Eukaryota/Fusa_vert_7600/	Fusa_vert_7600	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/149/555/GCA_000149555.1_ASM14955v1	none
Eukaryota	Fungi	G-H	Gaeumannomyces graminis var. tritici R3-111a-1	genomes/Eukaryota/Gaeu_gram_var_tritici_R3_111a_1/	Gaeu_gram_var_tritici_R3_111a_1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/145/635/GCA_000145635.1_Gae_graminis_V2	none
Eukaryota	Fungi	G-H	Galerina marginata CBS 339.88	genomes/Eukaryota/Gale_marg_CBS_339_88/	Gale_marg_CBS_339_88	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/697/645/GCA_000697645.1_Galma1	none
Eukaryota	Fungi	G-H	Ganoderma lucidum G.260125-1	genomes/Eukaryota/Gano_luci_G_260125_1/	Gano_luci_G_260125_1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/271/565/GCA_000271565.1_GanLuc1.0	none
Eukaryota	Fungi	G-H	Ganoderma lucidum Xiangnong No.1	genomes/Eukaryota/Gano_luci_Xiangnong_No_1/	Gano_luci_Xiangnong_No_1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/262/775/GCA_000262775.1_GanLuc1.0	none
Eukaryota	Fungi	G-H	Glarea lozoyensis 74030	genomes/Eukaryota/Glar_lozo_74030/	Glar_lozo_74030	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/238/015/GCA_000238015.2_LBAGla_1.0	none
Eukaryota	Fungi	G-H	Glarea lozoyensis ATCC 20868	genomes/Eukaryota/Glar_lozo_ATCC_20868/	Glar_lozo_ATCC_20868	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/409/485/GCA_000409485.1_GLAREA	none
Eukaryota	Fungi	G-H	Gloeophyllum trabeum ATCC 11539	genomes/Eukaryota/Gloe_trab_ATCC_11539/	Gloe_trab_ATCC_11539	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/344/685/GCA_000344685.1_Glotr1_1	none
Eukaryota	Fungi	G-H	Grosmannia clavigera kw1407	genomes/Eukaryota/Gros_clav_kw1407/	Gros_clav_kw1407	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/143/105/GCA_000143105.2_Sanger-454-IlluminaPA_2.0	none
Eukaryota	Fungi	G-H	Gyalolechia flavorubescens KoLRI002931	genomes/Eukaryota/Gyal_flav_KoLRI002931/	Gyal_flav_KoLRI002931	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/442/125/GCA_000442125.1_Cafla_v1	none
Eukaryota	Fungi	G-H	Gymnopus luxurians FD-317 M1	genomes/Eukaryota/Gymn_luxu_FD_317_M1/	Gymn_luxu_FD_317_M1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/827/265/GCA_000827265.1_Gymlu1	none
Eukaryota	Fungi	G-H	Hirsutella minnesotensis 3608	genomes/Eukaryota/Hirs_minn_3608/	Hirs_minn_3608	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/956/045/GCA_000956045.1_ASM95604v1	none
Eukaryota	Fungi	G-H	Histoplasma capsulatum G186AR	genomes/Eukaryota/Hist_caps_G186AR/	Hist_caps_G186AR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/150/115/GCA_000150115.1_ASM15011v1	none
Eukaryota	Fungi	G-H	Histoplasma capsulatum H143	genomes/Eukaryota/Hist_caps_H143/	Hist_caps_H143	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/151/035/GCA_000151035.1_ASM15103v1	none
Eukaryota	Fungi	G-H	Histoplasma capsulatum H88	genomes/Eukaryota/Hist_caps_H88/	Hist_caps_H88	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/151/005/GCA_000151005.2_ASM15100v2	none
Eukaryota	Fungi	G-H	Histoplasma capsulatum NAm1	genomes/Eukaryota/Hist_caps_NAm1/	Hist_caps_NAm1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/149/585/GCA_000149585.1_ASM14958v1	none
Eukaryota	Fungi	G-H	Homoloaphlyctis polyrhiza JEL 142 JEL142	genomes/Eukaryota/Homo_poly_JEL_142_JEL142/	Homo_poly_JEL_142_JEL142	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/235/945/GCA_000235945.1_HOMPOL_1.0	none
Eukaryota	Fungi	G-H	Hortaea werneckii EXF-2000	genomes/Eukaryota/Hort_wern_EXF_2000/	Hort_wern_EXF_2000	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/410/955/GCA_000410955.1_Hw1.0	none
Eukaryota	Fungi	G-H	Hydnomerulius pinastri MD-312	genomes/Eukaryota/Hydn_pina_MD_312/	Hydn_pina_MD_312	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/827/185/GCA_000827185.1_Hydpi2	none
Eukaryota	Fungi	J-L	Jaapia argillacea MUCL 33604	genomes/Eukaryota/Jaap_argi_MUCL_33604/	Jaap_argi_MUCL_33604	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/697/665/GCA_000697665.1_Jaaar1	none
Eukaryota	Fungi	J-L	Kazachstania africana CBS 2517	genomes/Eukaryota/Kaza_afri_CBS_2517/	Kaza_afri_CBS_2517	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/304/475/GCA_000304475.1_Ka_CBS2517	none
Eukaryota	Fungi	J-L	Kazachstania naganishii CBS 8797	genomes/Eukaryota/Kaza_naga_CBS_8797/	Kaza_naga_CBS_8797	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/348/985/GCA_000348985.1_ASM34898v1	none
Eukaryota	Fungi	J-L	Kluyveromyces lactis NRRL Y-1140	genomes/Eukaryota/Kluy_lact_NRRL_Y_1140/	Kluy_lact_NRRL_Y_1140	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/002/515/GCA_000002515.1_ASM251v1	none
Eukaryota	Fungi	J-L	Kluyveromyces marxianus var. marxianus KCTC 17555	genomes/Eukaryota/Kluy_marx_var_marxianus_KCTC_17555/	Kluy_marx_var_marxianus_KCTC_17555	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/299/195/GCA_000299195.2_KM02r2	none
Eukaryota	Fungi	J-L	Komagataella pastoris CBS 7435	genomes/Eukaryota/Koma_past_CBS_7435/	Koma_past_CBS_7435	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/223/565/GCA_000223565.1_PicPas_Mar2011	none
Eukaryota	Fungi	J-L	Komagataella pastoris GS115	genomes/Eukaryota/Koma_past_GS115/	Koma_past_GS115	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/027/005/GCA_000027005.1_ASM2700v1	none
Eukaryota	Fungi	J-L	Kuraishia capsulata CBS 1993	genomes/Eukaryota/Kura_caps_CBS_1993/	Kura_caps_CBS_1993	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/576/695/GCA_000576695.1_AUH_PRJEB4427_v1	none
Eukaryota	Fungi	J-L	Kwoniella heveanensis BCC8398	genomes/Eukaryota/Kwon_heve_BCC8398/	Kwon_heve_BCC8398	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/507/405/GCA_000507405.2_Cryp_heve_BCC8398_V1	none
Eukaryota	Fungi	J-L	Kwoniella heveanensis CBS 569	genomes/Eukaryota/Kwon_heve_CBS_569/	Kwon_heve_CBS_569	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/507/425/GCA_000507425.2_Cryp_heve_CBS569_V2	none
Eukaryota	Fungi	J-L	Kwoniella mangroviensis CBS 10435	genomes/Eukaryota/Kwon_mang_CBS_10435/	Kwon_mang_CBS_10435	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/507/885/GCA_000507885.1_Kwon_mang_CBS10435_V2	none
Eukaryota	Fungi	J-L	Kwoniella mangroviensis CBS 8507	genomes/Eukaryota/Kwon_mang_CBS_8507/	Kwon_mang_CBS_8507	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/507/465/GCA_000507465.2_Kwon_mang_CBS8507_V2	none
Eukaryota	Fungi	J-L	Kwoniella mangroviensis CBS 8886	genomes/Eukaryota/Kwon_mang_CBS_8886/	Kwon_mang_CBS_8886	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/507/485/GCA_000507485.2_Kwon_mang_CBS8886_V1	none
Eukaryota	Fungi	J-L	Laccaria bicolor S238N-H82	genomes/Eukaryota/Lacc_bico_S238N_H82/	Lacc_bico_S238N_H82	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/143/565/GCA_000143565.1_V1.0	none
Eukaryota	Fungi	J-L	Lachancea kluyveri NRRL Y-12651	genomes/Eukaryota/Lach_kluy_NRRL_Y_12651/	Lach_kluy_NRRL_Y_12651	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/149/225/GCA_000149225.1_ASM14922v1	none
Eukaryota	Fungi	J-L	Lachancea lanzarotensis CBS 12615	genomes/Eukaryota/Lach_lanz_CBS_12615/	Lach_lanz_CBS_12615	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/938/715/GCA_000938715.1_LALA0	none
